key,value
8470809,Jeremy Williams
8473532,Mark Dekanich
8473539,Carl Sneep
8474585,Tyler Cuma
8471786,Ray Macias
8474154,Andreas Thuresson
8475990,Jamie Doornbosch
8471265,Raymond Sawada
8474691,Philippe Cornet
8471845,Jean-Philippe Levasseur
8475173,Scott Glennie
8474194,Timo Pielmeier
8475950,Marcel Mueller
8469479,Jason Bacashihua
8476674,Paul Deutsch
8478906,Markus Nutivaara
8476326,Josh Archibald
8476448,William Karlsson
8478506,Gabriel Carlsson
8477416,Oliver Bjorkstrand
8476850,Ryan Murray
8468493,Ron Hainsey
8477505,Alexander Wennberg
8462147,Miikka Kiprusoff
8473451,Kevin Montgomery
8474143,Ryan Thang
8468584,Jon Disalvatore
8474729,Mike Murphy
8474500,Derek Whitmore
8470838,Andrew Joudrey
8474737,Patrick Killeen
8468113,Jeff Finger
8473611,Shane Sims
8475219,Kristopher Foucault
8473916,Steve Wagner
8478841,Colton White
8480800,Quinn Hughes
8481425,Josh Teves
8480314,Max Veronneau
8481433,Taro Hirose
8481426,Ryan Kuffner
8481440,Dustyn Zenner
8481443,Mat Robson
8481442,Brady Keeper
8477972,Josh Jacobs
8478007,Elvis Merzlikins
8480084,Nick DeSimone
8479514,Rem Pitlick
8479361,Joseph Woll
8478840,William Borgen
8478109,Victor Olofsson
8479371,Dante Fabbro
8477865,Jake Chelios
8479369,Andrew Peeke
8480068,Ryan Poehling
8481477,Nico Sturm
8481478,Jake Kielly
8478502,Dennis Gilbert
8481479,Brogan Rafferty
8477947,Sonny Milano
8478487,Michael Spacek
8475821,Sam Brittain
8466392,Todd White
8476791,Scott Arnold
8481486,Jimmy Schuldt
8480074,Alexandre Texier
8481481,Blake Lizotte
8478017,Mark Friedman
8480779,Niclas Westerholm
8478492,Ilya Samsonov
8478882,Vladislav Gavrikov
8477970,Vitek Vanecek
8480069,Cale Makar
8480394,Alex D'Orio
8479289,Ethan Prow
8478074,Anthony Angello
8480395,Sam Miletic
8478043,Sam Lafferty
8477038,Nikita Gusev
8479374,Adam Mascherin
8479381,Nicholas Caamano
8479403,Tyler Parsons
8478446,Glenn Gawdin
8479547,Matthew Phillips
8480970,Marcus Hogstrom
8477574,Parker Milner
8478040,Austin Poganski
8480011,Klim Kostin
8480384,Alexander True
8480021,Jack Studnicka
8477352,Ryan Fitzgerald
8459670,Kimmo Timonen
8455710,Martin Brodeur
8464977,Dainius Zubrus
8464975,Daniel Briere
8460720,Eric Boulton
8465210,Pavel Kubina
8462535,Jody Shelley
8448208,Jaromir Jagr
8460626,Bryce Salvador
8460465,Petr Sykora
8460542,Patrik Elias
8465185,Willie Mitchell
8466182,Henrik Tallinder
8450725,Mark Recchi
8465978,Shawn Thornton
8465056,Trent Whitfield
8466142,Eric Brewer
8465009,Zdeno Chara
8465200,Tomas Kaberle
8465122,Brett Clark
8460703,Tim Thomas
8460503,Mattias Ohlund
8460661,Shane Hnidy
8458938,Roman Hamrlik
8462033,Wade Redden
8465025,Arron Asham
8459454,Jay Pandolfo
8465951,Matt Cooke
8462042,Jarome Iginla
8466160,Brenden Morrow
8460712,Tomas Vokoun
8465166,Craig Adams
8459514,Jamal Mayers
8446485,Kris Draper
8464962,Ruslan Salei
8466149,Daniel Cleary
8466139,Patrick Marleau
8466138,Joe Thornton
8457063,Nicklas Lidstrom
8459687,Scott Nichol
8459444,Todd Bertuzzi
8460743,Tomas Holmstrom
8449645,Mike Modano
8466141,Roberto Luongo
8460719,Steve Sullivan
8464957,J-P Dumont
8465202,Sami Salo
8466148,Marian Hossa
8465058,Michal Rozsival
8462129,Michal Handzus
8464956,Chris Phillips
8458951,Sergei Gonchar
8459424,Chris Pronger
8459429,Jason Arnott
8464979,Marco Sturm
8466158,Scott Hannan
8465059,Matt Bradley
8458590,Mike Knuble
8466145,Nick Boynton
8458637,Sean O'Donnell
8462052,Brian Boucher
8459457,Jamie Langenbrunner
8465005,Colin White
8460496,Ryan Smyth
8459628,Hal Gill
8462041,Radek Dvorak
8460561,Sheldon Souray
8459442,Saku Koivu
8465042,Toni Lydman
8457981,Teemu Selanne
8458543,Jassen Cullimore
8460527,Ryan Johnson
8465170,Fernando Pisani
8462036,Daymond Langkow
8462038,Shane Doan
8458537,Ray Whitney
8464966,Derek Morris
8459053,Adrian Aucoin
8459587,Todd Marchant
8464984,Josh Green
8459596,Andrew Brunette
8459461,Brendan Morrison
8456283,Adam Foote
8464967,Marty Reasoner
8460705,Evgeni Nabokov
8465192,Samuel Pahlsson
8460500,Nolan Baumgartner
8458529,Alex Kovalev
8462161,Brent Johnson
8459492,Vinny Prospal
8459462,Bryan McCabe
8460562,Chris Drury
8462047,Martin Biron
8466144,Paul Mara
8462176,Brent Sopel
8462225,Filip Kuba
8460535,Jose Theodore
8460492,Ed Jovanovski
8460704,Johan Hedberg
8460541,Richard Park
8462077,Jochen Hecht
8459427,Rob Niedermayer
8459640,Mike Grier
8458525,Brian Rolston
8465050,Eric Belanger
8464981,Cory Sarich
8466140,Olli Jokinen
8462196,Stephane Robidas
8464994,Steve Begin
8462044,Jean-Sebastien Giguere
8459140,Nikolai Khabibulin
8465012,Tom Poti
8460577,Milan Hejduk
8464999,Mathieu Garon
8459306,Robbie Tallas
8462152,Chris Mason
8466212,Francis Lessard
8460533,Dave Scatchard
8462118,Marc Savard
8460502,Wade Belak
8466181,Kristian Huselius
8460567,Chris Clark
8466035,Sergei Samsonov
8460580,Brad Lukowich
8460555,Jason Strudwick
8460504,Ethan Moreau
8460556,Freddy Modin
8458568,Chris Osgood
8458541,Steve Staios
8465026,Mark Parrish
8459004,Craig Rivet
8462093,Peter Schaefer
8458943,Cory Stillman
8460612,Marty Turco
8458520,Peter Forsberg
8465113,Brian Willsie
